COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VH,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VH,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VH,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VH,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VH,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VH,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VH,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VH,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VH,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VH,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VH,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VH,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VH,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VH,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VH,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VH,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VH,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VH,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VH,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VH,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VH,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VH,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VH,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VH,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VH,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VH,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VH,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VH,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VH,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VH,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VH,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VH,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VH,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VH,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VH,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VH,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VH,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VH,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VH,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VH,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VH,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VH,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VH,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VH,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VH,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VH,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VH,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VH,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VH,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VH,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VH,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VH,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VH,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VH,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VH,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VH,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VH,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VH,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VH,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VH,2019_VL
JACKSON,1,10,9,11,49,0,1,6,6,11,81,0,0,9,9,21,89,0,1,8,10,11,79,2,0,12,4,7,83,1,0,6,1,9,68,0,0,16,9,10,73,0,1,10,8,13,86,0,0,10,3,8,72,0,0,2,3,8,30,0,0,7,1,9,41,0,0,3,2,2,28,0,0,3,6,4,17,2,0,2,1,3,14,0,0,3,2,0,17,0,0,4,2,4,12,2,0,3,2,2,14,0,0,0,2,2,4,0,0,3,0,2,11,0,0,1,0,3,21,0,0,2,0,0,9,0,0,3,1,4,3,0,0,1,0,0,13,0,0,4,6,7,10,1,0,2,0,0,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80,69.0,19.0,49.0,190.0,0.0,80,65.5,18.5,44.0,210.0,0.0,0,64.0,23.0,43.0,194.0,0.0,80,64.5,14.0,42.0,190.0,2.0,0,74.5,17.5,46.0,213.0,4.0,0,70.5,28.0,54.0,201.0,0.0,0,69.0,17.0,47.5,203.0,0.0,80,64.0,18.0,46.0,220.0,0.0,0,72.0,19.0,43.0,243.5,0.0,0,69.0,12.0,43.5,197.5,0.0,0,67.0,23.0,41.0,209.0,0,0,66.0,20.5,33.5,216.0,0,0,73.0,10.5,35.0,269.0,4.5,0,63.0,25.0,41.0,154.0,0,0,70.0,19.0,0.0,171.0,0,0,73.5,14.5,38.5,197.5,5,0,70.0,18.0,36.5,153.5,0,0,0.0,26.0,44.5,213.0,0.0,0,73.0,0.0,50.5,249.0,0,0,72.0,0.0,52.0,246.0,0,0,75.5,0.0,0.0,276.0,0.0,0,73.0,9.0,46.5,143.0,0.0,0,75.0,0.0,0.0,211.0,0,0,68.5,16.0,41.0,151.0,5,0,63.5,0.0,0.0,219.0,0,0,0.0,0.0,0.0,0.0,0,0,78.0,0.0,0.0,231.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,299.5,0,0,0.0,0.0,0.0,0.0,0
JEFFERSON,0,0,1,1,15,0,0,1,1,1,6,0,0,0,2,5,5,0,0,0,0,0,8,0,0,0,1,0,6,0,0,1,0,0,2,0,0,2,0,2,18,0,0,0,2,1,8,1,0,1,0,0,13,0,0,0,1,1,10,0,0,0,1,1,3,0,0,0,0,0,3,0,0,0,0,2,10,0,0,0,0,1,1,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.0,30.0,183.0,0.0,0,59.0,28.0,47.0,201.0,0.0,0,0.0,11.5,39.0,201.0,0.0,0,0.0,0.0,0.0,150.5,0.0,0,0.0,24.0,0.0,183.0,0.0,0,58.0,0.0,0.0,176.0,0.0,0,66.0,0.0,41.0,201.0,0.0,0,0.0,17.5,39.0,183.0,4.0,0,63.0,0.0,0.0,144.0,0.0,0,0.0,26.0,56.0,158.0,0.0,0,0.0,25.0,46.0,124.0,0,0,0.0,0.0,0.0,111.0,0,0,0.0,0.0,43.0,181.5,0.0,0,0.0,0.0,43.0,225.0,0,0,0.0,0.0,42.0,168.0,0,0,0.0,0.0,0.0,447.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,123.0,0,0,0.0,0.0,0.0,131.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
JESSAMINE,0,3,1,2,58,0,0,3,0,1,83,1,0,3,1,2,73,0,0,4,0,1,56,0,0,1,0,0,29,0,0,0,0,0,23,0,0,1,1,2,75,0,0,2,0,3,46,0,0,7,3,8,240,0,0,9,2,15,216,0,0,4,1,5,93,0,0,2,2,4,89,0,0,1,0,5,93,0,0,3,0,1,72,0,1,2,2,2,82,0,0,2,0,1,76,0,1,2,0,0,43,0,0,0,1,2,50,0,0,1,0,4,60,0,1,0,0,2,50,0,0,2,0,1,48,0,0,0,0,0,33,0,0,0,0,0,46,0,0,0,0,0,15,0,0,0,0,3,40,0,0,1,2,0,16,0,0,0,4,2,11,0,0,0,0,0,7,0,0,0,0,1,30,0,0,0,0,0,0,0,0,66.0,22.0,39.5,403.0,0.0,0,73.0,0.0,29.0,422.0,6.0,0,71.0,20.0,42.5,461.0,0.0,0,64.5,0.0,45.0,334.5,0.0,0,76.0,0.0,0.0,452.0,0.0,0,0.0,0.0,0.0,261.0,0.0,0,69.0,25.0,51.0,364.0,0.0,0,67.0,0.0,56.0,363.0,0.0,0,73.0,17.0,51.5,353.5,0.0,0,73.0,22.5,47.0,385.5,0.0,0,69.0,28.0,40.0,371.0,0,0,66.5,24.5,43.5,406.0,0,0,78.0,0.0,44.0,448.0,0.0,0,74.0,0.0,57.0,348.0,0,80,66.5,25.5,45.5,402.5,0,0,68.0,0.0,36.0,358.5,0,80,70.0,0.0,0.0,477.0,0,0,0.0,19.0,43.0,509.5,0.0,0,58.0,0.0,48.5,435.5,0,80,0.0,0.0,46.0,451.0,0,0,69.0,0.0,50.0,375.5,0.0,0,0.0,0.0,0.0,402.0,0.0,0,0.0,0.0,0.0,473.0,0,0,0.0,0.0,0.0,227.0,0,0,0.0,0.0,41.0,454.0,0,0,60.0,18.0,0.0,446.5,0,0,0.0,17.0,44.5,467.0,0.0,0,0.0,0.0,0.0,485.0,0,0,0.0,0.0,47.0,430.5,0,0,0.0,0.0,0.0,0.0,0
JOHNSON,0,1,2,4,36,0,0,3,6,6,20,0,0,4,2,5,38,0,0,4,0,7,32,0,0,2,1,2,25,0,0,5,2,2,17,0,0,6,0,8,31,0,0,7,3,4,32,0,0,6,6,5,20,0,0,2,1,3,8,0,0,4,1,1,13,0,0,2,0,2,17,0,0,5,0,3,10,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,24.5,44.0,159.0,0.0,0,77.0,13.5,46.0,208.0,0.0,0,75.5,22.0,44.0,203.0,0.0,0,70.0,0.0,40.0,223.0,0.0,0,68.5,17.0,44.5,241.0,0.0,0,65.0,14.0,51.0,179.0,0.0,0,70.0,0.0,44.0,215.0,0.0,0,64.0,28.0,43.5,183.5,0.0,0,64.5,18.5,42.0,170.0,0.0,0,67.5,13.0,53.0,238.0,0.0,0,63.0,28.0,32.0,248.0,0,0,78.0,0.0,35.5,165.0,0,0,66.0,0.0,37.0,239.5,0.0,0,0.0,0.0,0.0,158.0,0,0,75.0,0.0,0.0,260.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,0.0,215.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
KENTON,0,3,5,12,32,0,0,5,5,8,54,0,2,20,10,21,61,1,0,3,3,6,31,0,0,5,1,11,37,0,0,6,4,8,34,0,0,7,1,6,43,0,1,9,5,16,49,1,2,15,11,19,57,1,0,6,11,19,36,0,1,3,1,4,14,0,0,4,0,2,11,0,0,3,0,0,10,0,0,3,1,2,13,0,0,4,0,1,15,0,0,0,1,4,5,0,0,0,0,2,11,0,0,0,0,0,14,0,0,4,1,1,16,0,0,2,3,3,11,0,0,0,4,1,6,0,0,0,0,0,9,0,0,2,1,2,7,0,0,1,1,2,9,0,0,1,1,2,11,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,6,0,0,73.0,16.0,40.5,198.5,0.0,0,70.0,24.0,46.0,162.0,0.0,80,69.0,18.5,42.0,191.0,5.0,0,74.0,23.0,44.0,166.0,0.0,0,61.0,16.0,47.0,271.0,0.0,0,64.0,20.0,44.0,187.5,0.0,0,72.0,28.0,39.5,119.0,0.0,80,64.0,15.0,47.0,158.0,6.0,80,72.0,18.0,44.0,144.0,6.0,0,62.0,23.0,43.0,139.5,0.0,80,68.0,28.0,46.0,124.0,0,0,68.5,0.0,33.5,136.0,0,0,67.0,0.0,0.0,119.5,0.0,0,69.0,23.0,33.5,192.0,0,0,67.0,0.0,52.0,151.0,0,0,0.0,18.0,50.0,162.0,0,0,0.0,0.0,44.0,173.0,0,0,0.0,0.0,0.0,238.0,0.0,0,70.0,19.0,32.0,180.5,0,0,68.0,18.0,38.0,153.0,0,0,0.0,23.0,45.0,144.0,0.0,0,0.0,0.0,0.0,220.0,0.0,0,68.0,25.0,38.0,121.0,0,0,69.0,15.0,46.5,173.0,0,0,61.0,12.0,44.0,131.0,0,0,0.0,0.0,0.0,0.0,0,0,68.0,19.5,56.0,0.0,0.0,0,0.0,0.0,0.0,304.0,0,0,0.0,0.0,0.0,176.5,0,0,0.0,0.0,0.0,246.0,0
KNOTT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,154.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
KNOX,0,3,5,4,26,0,1,4,7,13,44,0,0,10,10,17,68,1,1,4,8,14,59,0,0,5,2,4,29,0,1,3,2,12,33,0,1,10,2,8,26,0,0,7,3,6,40,0,0,2,1,7,18,0,0,4,2,6,13,0,0,0,0,1,4,0,0,4,0,1,11,0,0,0,0,1,5,0,0,1,0,0,7,0,0,3,1,1,13,0,0,3,0,1,12,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,14.0,39.0,201.5,0.0,80,64.0,17.0,36.0,212.0,0.0,0,70.5,11.5,41.0,222.5,5.0,80,70.5,21.0,47.5,222.0,0.0,0,64.0,24.5,43.5,237.0,0.0,80,68.0,20.5,44.5,236.0,0.0,80,68.0,23.0,43.5,193.5,0.0,0,67.0,19.0,44.5,207.5,0.0,0,71.5,27.0,40.0,226.0,0.0,0,69.0,24.0,53.0,127.0,0.0,0,0.0,0.0,52.0,181.5,0,0,75.0,0.0,57.0,130.0,0,0,0.0,0.0,48.0,345.0,0.0,0,70.0,0.0,0.0,283.0,0,0,69.0,22.0,47.0,184.0,0,0,72.0,0.0,46.0,128.0,0,0,0.0,0.0,0.0,147.0,0,0,65.0,0.0,0.0,397.0,0.0,0,72.0,0.0,0.0,214.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,128.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
LARUE,0,5,10,15,68,3,0,12,13,14,64,1,1,18,10,19,61,0,0,10,19,12,56,0,0,1,9,6,25,0,1,6,5,7,23,0,1,2,5,12,26,0,0,8,13,14,38,0,1,3,4,4,37,1,1,10,10,15,42,0,0,6,2,1,17,0,1,2,1,2,22,0,0,3,3,3,8,0,0,5,1,2,7,0,1,4,2,4,16,0,0,1,1,4,2,1,0,1,0,3,4,0,0,1,1,0,1,0,0,1,0,2,5,0,0,2,2,3,19,0,0,2,1,7,10,0,0,4,0,8,17,0,0,5,4,7,22,0,0,3,5,3,11,0,0,1,3,7,13,0,0,4,1,6,7,0,0,1,2,3,1,1,0,4,2,1,2,0,0,2,1,1,2,0,0,0,1,1,4,0,0,64.0,17.5,42.0,190.5,6.0,0,69.0,12.0,48.5,170.5,3.0,80,70.0,18.0,43.0,155.0,0.0,0,69.5,14.0,41.0,171.0,0.0,0,66.0,18.0,39.5,159.0,0.0,80,62.5,21.0,53.0,128.0,0.0,80,64.5,17.0,41.0,153.0,0.0,0,66.0,18.0,46.0,180.5,0.0,80,64.0,20.0,56.0,183.0,6.0,80,71.5,16.5,43.0,185.0,0.0,0,64.0,21.0,30.0,136.0,0,80,69.0,23.0,36.0,137.0,0,0,74.0,21.0,36.0,141.0,0.0,0,67.0,9.0,43.0,179.0,0,80,66.5,11.5,31.5,160.0,0,0,74.0,10.0,47.5,127.5,5,0,77.0,0.0,54.0,121.0,0,0,73.0,18.0,0.0,157.0,0.0,0,77.0,0.0,49.5,114.0,0,0,70.5,26.5,47.0,180.0,0,0,66.0,22.0,51.0,165.0,0.0,0,69.5,0.0,39.0,165.0,0.0,0,64.0,22.0,46.0,141.5,0,0,68.0,22.0,35.0,237.0,0,0,61.0,22.0,51.0,142.0,0,0,58.5,16.0,43.5,178.0,0,0,65.0,19.0,49.0,120.0,5.0,0,71.5,19.5,30.0,127.0,0,0,66.0,18.0,53.0,176.5,0,0,0.0,22.0,53.0,90.5,0
LAUREL,0,13,8,7,84,1,0,15,11,17,113,2,2,9,18,31,103,1,0,15,11,7,79,0,1,6,3,6,56,0,0,10,6,5,47,1,1,3,3,11,84,0,0,21,16,22,163,0,0,9,8,10,77,0,0,21,6,15,83,2,0,7,2,5,22,0,0,7,2,4,27,0,0,6,0,6,15,0,2,5,0,3,22,0,0,3,1,2,21,0,0,5,3,2,12,0,0,6,1,5,13,0,0,2,0,2,16,0,0,1,0,1,1,0,0,2,1,0,7,0,0,1,2,1,7,0,0,2,0,0,13,0,0,1,0,2,6,0,0,0,0,0,0,0,0,2,1,0,10,0,0,0,0,0,7,0,0,1,0,2,5,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,66.0,11.5,43.0,202.0,6.0,0,66.0,17.0,46.0,219.0,2.0,80,67.0,15.5,46.0,214.0,6.0,0,63.0,21.0,40.0,190.0,0.0,80,74.0,20.0,43.0,252.5,0.0,0,70.0,20.5,36.0,170.0,6.0,80,68.0,9.0,41.0,191.5,0.0,0,66.0,17.0,43.0,198.0,0.0,0,71.0,18.0,34.0,173.0,0.0,0,66.0,22.0,41.0,213.0,4.0,0,62.0,16.0,38.0,187.5,0,0,70.0,20.5,37.0,166.0,0,0,65.0,0.0,47.0,144.0,0.0,80,62.0,0.0,52.0,175.0,0,0,75.0,9.0,43.0,207.0,0,0,72.0,24.0,46.0,321.5,0,0,65.5,20.0,45.0,222.0,0,0,69.0,0.0,42.5,123.5,0.0,0,69.0,0.0,38.0,83.0,0,0,73.5,23.0,0.0,184.0,0,0,70.0,20.5,47.0,152.0,0.0,0,66.5,0.0,0.0,308.0,0.0,0,62.0,0.0,51.5,105.5,0,0,0.0,0.0,0.0,0.0,0,0,71.0,24.0,0.0,248.0,0,0,0.0,0.0,0.0,141.0,0,0,74.0,0.0,53.5,215.0,0.0,0,0.0,0.0,0.0,247.0,0,0,68.0,17.0,0.0,112.5,0,0,0.0,0.0,0.0,0.0,0
LAWRENCE,0,8,1,4,53,0,0,4,3,7,53,0,0,6,3,8,77,0,0,4,0,3,26,0,0,5,1,6,36,0,0,3,1,7,21,0,0,5,2,4,39,0,0,4,1,3,48,0,1,3,1,7,25,0,1,5,1,6,34,0,0,1,2,1,12,0,0,4,0,4,15,0,0,2,1,2,11,0,0,1,0,1,11,0,0,0,0,0,6,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,18.0,41.5,291.0,0.0,0,70.5,13.0,51.0,225.0,0.0,0,63.5,15.0,44.5,299.0,0.0,0,65.0,0.0,50.0,214.5,0.0,0,77.0,18.0,41.0,220.0,0.0,0,68.0,18.0,46.0,176.0,0.0,0,66.0,15.5,41.0,213.0,0.0,0,69.0,25.0,51.0,201.0,0.0,80,63.0,25.0,40.0,145.0,0.0,80,60.0,22.0,47.0,173.0,0.0,0,64.0,13.0,53.0,175.5,0,0,68.0,0.0,51.0,136.0,0,0,77.0,7.0,34.0,158.0,0.0,0,71.0,0.0,49.0,173.0,0,0,0.0,0.0,0.0,215.5,0,0,0.0,20.0,0.0,215.0,0,0,0.0,0.0,0.0,204.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
LEE,0,3,2,2,8,0,0,2,9,1,22,1,0,2,3,0,12,0,0,1,3,2,16,1,0,0,0,0,4,0,0,3,1,0,3,0,0,2,0,1,7,0,0,2,0,0,6,0,0,1,0,0,5,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,17.0,44.5,140.0,0.0,0,63.5,14.0,34.0,288.0,5.0,0,73.0,19.0,0.0,218.5,0.0,0,72.0,19.0,54.0,167.0,6.0,0,0.0,0.0,0.0,154.5,0.0,0,60.0,28.0,0.0,160.0,0.0,0,61.0,0.0,45.0,356.0,0.0,0,73.5,0.0,0.0,365.0,0.0,0,71.0,0.0,0.0,131.0,0.0,80,68.0,0.0,53.0,134.0,0.0,0,60.0,0.0,53.0,0.0,0,0,0.0,0.0,0.0,190.0,0,0,0.0,0.0,38.0,399.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,76.0,0.0,0.0,167.5,0.0,0,0.0,0.0,0.0,281.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
