COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VH,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VH,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VH,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VH,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VH,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VH,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VH,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VH,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VH,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VH,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VH,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VH,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VH,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VH,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VH,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VH,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VH,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VH,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VH,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VH,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VH,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VH,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VH,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VH,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VH,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VH,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VH,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VH,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VH,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VH,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VH,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VH,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VH,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VH,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VH,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VH,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VH,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VH,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VH,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VH,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VH,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VH,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VH,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VH,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VH,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VH,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VH,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VH,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VH,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VH,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VH,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VH,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VH,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VH,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VH,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VH,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VH,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VH,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VH,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VH,2019_VL
CARTER,0,3,3,3,39,1,0,8,4,10,83,1,0,4,3,6,73,0,0,8,8,8,65,1,0,5,1,3,49,1,0,2,1,7,35,0,0,7,3,6,72,0,0,9,8,15,76,0,0,12,10,17,54,1,0,8,2,7,61,0,0,2,0,0,22,0,0,2,0,2,37,0,0,5,1,1,16,0,1,5,0,2,26,0,0,2,1,1,33,0,0,6,0,3,18,0,0,0,2,1,11,0,0,0,0,1,11,0,0,0,0,2,6,0,0,4,2,1,25,0,0,1,0,1,15,0,0,0,0,0,3,0,1,2,0,0,1,0,0,2,2,1,9,0,0,2,0,1,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,8,22,0,0,2,0,2,10,0,0,2,0,0,14,0,0,60.0,19.0,41.0,232.0,6.0,0,68.5,22.0,45.0,309.0,3.0,0,70.5,14.0,38.0,203.0,0.0,0,70.5,14.0,42.5,211.0,3.0,0,77.0,13.0,39.0,212.0,6.0,0,66.5,27.0,45.0,214.0,0.0,0,68.0,21.0,38.0,229.5,0.0,0,72.0,22.5,46.0,221.5,0.0,0,72.5,23.0,40.0,213.5,6.0,0,70.5,19.0,44.0,228.0,0.0,0,72.5,0.0,0.0,245.0,0,0,73.0,0.0,40.5,299.0,0,0,72.0,24.0,57.0,246.0,0.0,80,78.0,0.0,42.0,144.0,0,0,67.0,24.0,52.0,300.0,0,0,65.5,0.0,42.0,334.0,0,0,0.0,24.5,45.0,144.0,0,0,0.0,0.0,32.0,191.0,0.0,0,0.0,0.0,42.0,204.5,0,0,62.0,22.0,44.0,174.0,0,0,63.0,0.0,53.0,357.0,0.0,0,0.0,0.0,0.0,343.0,0.0,80,64.0,0.0,0.0,503.0,0,0,65.0,12.5,54.0,261.0,0,0,63.5,0.0,57.0,206.0,0,0,0.0,0.0,0.0,149.0,0,0,0.0,0.0,0.0,0.0,0.0,0,69.0,0.0,36.0,141.5,0,0,66.0,0.0,51.0,208.5,0,0,67.5,0.0,0.0,229.0,0
CASEY,0,10,11,14,117,0,0,23,19,22,122,2,0,8,7,11,94,0,2,16,12,15,61,0,0,3,7,6,22,0,0,4,2,4,28,0,2,5,2,14,50,0,0,5,5,19,76,0,0,10,8,19,116,0,2,20,6,13,93,0,0,8,4,12,43,0,1,7,1,11,33,0,0,3,8,3,11,0,0,3,3,4,17,0,0,0,0,6,21,0,0,2,2,4,14,0,0,6,4,5,20,0,0,4,4,5,26,0,0,1,2,0,34,0,1,6,2,6,36,0,0,10,2,5,28,0,0,5,0,4,13,0,0,8,3,5,31,0,2,10,5,11,30,0,0,10,9,9,24,0,0,4,1,1,1,0,0,4,2,8,14,0,0,0,0,2,2,0,0,1,1,1,4,0,0,3,0,3,7,0,0,68.5,22.0,37.0,300.0,0.0,0,69.0,16.0,43.5,228.5,5.0,0,67.0,22.0,47.0,234.5,0.0,80,69.0,17.0,41.0,233.0,0.0,0,63.0,15.0,41.5,221.0,0.0,0,75.0,21.5,50.5,199.5,0.0,80,70.0,20.5,44.0,180.5,0.0,0,64.0,19.0,46.0,172.5,0.0,0,66.0,14.5,44.0,220.5,0.0,80,66.5,19.5,38.0,195.0,0.0,0,71.0,23.5,45.0,161.0,0,80,64.0,10.0,44.0,199.0,0,0,61.0,21.0,49.0,312.0,0.0,0,71.0,17.0,43.5,203.0,0,0,0.0,0.0,45.0,247.0,0,0,69.0,25.0,47.0,144.0,0,0,72.5,14.0,48.0,126.5,0,0,68.0,19.5,52.0,182.0,0.0,0,71.0,22.5,0.0,213.0,0,80,62.0,14.5,41.0,214.5,0,0,70.0,25.0,40.0,130.5,0.0,0,66.0,0.0,54.5,159.0,0.0,0,75.0,20.0,35.0,166.0,0,80,70.5,14.0,50.0,130.5,0,0,72.0,20.0,52.0,124.0,0,0,69.0,9.0,38.0,98.0,0,0,63.0,26.0,48.0,120.0,0.0,0,0.0,0.0,38.0,145.5,0,0,77.0,21.0,45.0,141.0,0,0,67.0,0.0,35.0,92.0,0
CHRISTIAN,0,12,15,26,58,0,0,13,14,14,49,1,2,9,11,17,56,1,0,9,11,24,46,0,2,7,8,16,30,0,1,6,11,7,35,1,3,9,5,14,39,0,1,11,5,19,35,0,0,12,5,13,24,0,1,5,7,10,30,0,0,5,5,3,29,0,0,2,3,2,19,0,1,3,1,2,4,0,0,3,1,1,5,0,1,1,0,2,8,0,0,6,5,3,18,1,0,6,8,3,6,0,1,4,9,10,11,0,0,3,3,7,7,1,0,1,5,7,10,2,0,0,4,2,12,0,0,1,1,4,4,1,0,4,3,4,3,0,0,6,2,7,9,0,0,1,2,3,6,0,0,1,4,4,12,0,0,0,0,0,9,0,2,3,1,5,9,0,0,2,1,1,4,0,0,2,2,3,9,0,0,67.5,20.0,44.5,151.5,0.0,0,68.0,17.0,42.0,184.0,6.0,80,68.0,23.0,42.0,154.5,6.0,0,70.0,22.0,44.0,153.0,0.0,80,66.0,12.0,44.5,133.0,0.0,80,70.5,14.0,42.0,126.0,5.0,80,74.0,24.0,45.0,131.0,0.0,80,67.0,22.0,43.0,141.0,0.0,0,67.5,17.0,41.0,124.5,0.0,80,71.0,18.0,43.0,168.5,0.0,0,67.0,15.0,41.0,121.0,0,0,63.0,16.0,39.5,135.0,0,80,60.0,15.0,31.5,151.0,0.0,0,70.0,9.0,48.0,155.0,0,80,68.0,0.0,42.5,102.5,0,0,63.5,24.0,40.0,158.5,6,0,72.5,18.0,34.0,104.5,0,80,65.0,24.0,44.5,127.0,0.0,0,64.0,16.0,42.0,125.0,6,0,70.0,21.0,44.0,134.5,4,0,0.0,12.5,55.0,95.5,0.0,0,58.0,17.0,49.0,156.0,5.0,0,63.0,21.0,40.5,283.0,0,0,66.5,17.5,52.0,99.0,0,0,79.0,21.5,45.0,107.0,0,0,75.0,20.5,38.5,138.5,0,0,0.0,0.0,0.0,132.0,0.0,80,63.0,20.0,41.0,150.0,0,0,63.0,23.0,31.0,105.5,0,0,70.5,26.0,37.0,132.0,0
CLARK,1,23,28,36,126,3,0,14,12,42,128,0,0,30,38,50,186,3,1,25,24,29,140,1,0,19,15,21,113,0,0,16,12,28,99,0,0,14,20,30,81,0,1,25,25,41,120,0,1,10,17,18,73,1,0,12,13,26,64,0,1,4,2,2,17,0,0,3,1,5,27,0,0,0,4,0,27,0,0,3,5,7,28,0,0,1,0,7,25,0,0,2,2,1,5,0,1,3,3,6,23,0,0,2,0,0,5,0,0,2,4,7,25,0,0,8,2,7,18,0,0,7,2,9,17,1,0,1,0,1,6,0,0,0,0,0,4,0,0,2,0,4,1,1,0,2,1,4,3,0,0,0,0,0,7,0,1,2,1,1,11,0,0,0,0,1,1,0,0,0,0,0,13,0,0,1,0,0,7,0,80,69.0,21.5,45.5,196.5,3.0,0,68.0,21.5,46.5,199.0,0.0,0,67.0,17.5,44.5,168.5,3.0,80,69.0,19.0,39.0,266.5,5.0,0,66.0,21.0,41.0,236.0,0.0,0,68.0,20.0,41.0,201.0,0.0,0,68.0,16.5,44.0,208.0,0.0,80,67.0,18.0,42.0,208.5,0.0,80,67.5,20.0,45.5,238.0,6.0,0,69.0,18.0,41.5,183.0,0.0,80,74.0,22.5,40.5,164.0,0,0,65.0,24.0,45.0,222.0,0,0,0.0,17.0,0.0,230.0,0.0,0,69.0,21.0,51.0,175.5,0,0,65.0,0.0,50.0,240.0,0,0,65.5,19.0,42.0,185.0,0,80,60.0,24.0,37.0,149.0,0,0,61.72,0.0,0.0,129.0,0.0,0,68.5,22.5,46.0,126.0,0,0,69.0,24.0,48.0,128.0,0,0,73.0,17.0,44.0,164.0,6.0,0,72.0,0.0,48.0,93.5,0.0,0,0.0,0.0,0.0,144.0,0,0,67.0,0.0,45.5,81.0,5,0,69.5,14.0,48.0,100.0,0,0,0.0,0.0,0.0,217.0,0,80,71.0,11.0,33.0,136.0,0.0,0,0.0,0.0,45.0,91.0,0,0,0.0,0.0,0.0,328.0,0,0,60.0,0.0,0.0,106.0,0
CLAY,0,2,1,4,52,0,0,8,3,8,35,0,1,8,10,18,83,1,0,9,9,7,77,0,1,3,4,1,48,0,0,9,3,6,45,0,0,8,3,7,47,0,0,9,7,13,61,0,0,11,5,14,80,0,0,10,4,3,79,0,0,3,0,1,13,0,0,3,0,1,33,0,0,1,0,0,13,0,0,1,1,2,10,0,0,0,0,0,6,0,0,1,0,0,15,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,20,0,0,1,8,1,9,0,0,2,1,9,24,0,0,2,2,7,21,0,0,2,0,3,18,0,0,3,2,3,10,0,0,0,0,1,2,0,0,1,1,0,3,0,0,0,0,1,9,0,0,2,1,2,7,0,0,0,0,0,0,0,0,67.5,12.0,45.0,252.5,0.0,0,64.5,23.0,49.0,200.0,0.0,80,68.5,16.5,42.5,233.0,1.0,0,68.0,23.0,41.0,252.0,0.0,80,77.0,19.0,39.0,267.5,0.0,0,68.0,22.0,48.5,231.0,0.0,0,66.5,15.0,49.0,266.0,0.0,0,65.0,21.0,48.0,255.0,0.0,0,65.0,22.0,39.0,230.5,0.0,0,69.5,23.0,46.0,257.0,0.0,0,69.0,0.0,35.0,137.0,0,0,74.0,0.0,56.0,252.0,0,0,69.0,0.0,0.0,227.0,0.0,0,77.0,12.0,43.0,395.5,0,0,0.0,0.0,0.0,176.0,0,0,76.0,0.0,0.0,229.0,0,0,62.0,0.0,0.0,267.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,72.0,22.5,41.0,200.0,0,0,61.0,20.0,39.0,271.0,0.0,0,63.5,23.0,32.0,228.5,0.0,0,66.0,18.0,44.0,140.0,0,0,70.0,0.0,45.0,209.0,0,0,66.0,20.0,50.0,185.0,0,0,0.0,0.0,40.0,204.5,0,0,76.0,19.0,0.0,180.0,0.0,0,0.0,0.0,57.0,189.0,0,0,70.0,14.0,51.0,177.0,0,0,0.0,0.0,0.0,0.0,0
CLINTON,0,1,1,3,17,0,0,3,4,3,15,0,1,2,5,5,25,0,0,1,1,5,11,0,0,1,1,3,9,1,0,2,0,0,18,0,0,2,1,2,2,0,0,2,2,3,8,0,0,0,0,0,8,0,1,1,0,0,7,0,0,0,0,1,7,0,0,0,1,1,3,0,0,0,1,0,8,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,0,3,0,0,0,0,1,5,0,1,1,0,0,5,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0,0,0,11,0,0,1,1,0,8,0,0,0,2,0,3,0,0,1,0,2,11,1,0,1,0,3,4,0,1,0,0,1,13,0,0,1,0,3,10,0,0,3,2,1,16,0,0,3,2,2,10,0,0,0,1,0,4,0,0,68.0,13.0,44.0,166.0,0.0,0,59.0,18.0,46.0,196.0,0.0,80,76.0,21.0,42.0,181.0,0.0,0,70.0,22.0,39.0,211.0,0.0,0,65.0,17.0,49.0,299.0,2.0,0,74.0,0.0,0.0,185.5,0.0,0,68.5,22.0,38.5,139.5,0.0,0,66.5,27.0,56.0,117.0,0.0,0,0.0,0.0,0.0,146.5,0.0,80,75.0,0.0,0.0,156.0,0.0,0,0.0,0.0,57.0,145.0,0,0,0.0,23.0,56.0,260.0,0,0,0.0,28.0,0.0,211.5,0.0,0,0.0,0.0,36.0,180.0,0,0,0.0,0.0,49.0,289.0,0,0,0.0,0.0,0.0,189.0,0,0,0.0,0.0,31.0,244.0,0,80,66.0,0.0,0.0,354.0,0.0,0,0.0,0.0,0.0,259.0,0,0,64.0,0.0,0.0,408.5,0,0,0.0,0.0,0.0,193.0,0.0,0,77.0,22.0,0.0,216.0,0.0,0,0.0,20.0,0.0,168.0,0,0,58.0,0.0,52.5,118.0,6,0,65.0,0.0,55.0,131.5,0,80,0.0,0.0,47.0,383.0,0,0,72.0,0.0,33.0,253.5,0.0,0,65.0,17.0,48.0,172.5,0,0,69.0,17.5,35.0,125.0,0,0,0.0,20.0,0.0,122.5,0
CRITTENDEN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,28.0,0.0,0.0,0.0,0,0.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
CUMBERLAND,0,1,3,2,32,0,0,0,3,3,18,0,1,2,5,9,57,0,0,2,7,8,31,0,0,2,1,1,22,0,0,2,0,4,18,0,0,2,1,2,14,0,0,2,0,3,32,0,1,1,3,1,9,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,1,1,12,0,0,0,3,0,12,0,0,1,0,0,8,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,12,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,1,2,6,0,0,0,0,0,2,0,0,1,2,1,7,0,0,1,1,0,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,13.0,44.5,214.5,0.0,0,0.0,15.0,45.0,194.0,0.0,80,67.5,24.0,41.0,254.0,0.0,0,75.5,13.0,38.5,344.0,0.0,0,72.5,21.0,37.0,274.0,0.0,0,65.0,0.0,48.0,324.5,0.0,0,76.5,18.0,47.5,182.5,0.0,0,66.0,0.0,40.0,260.0,0.0,80,75.0,20.0,51.0,272.0,0.0,0,64.0,0.0,0.0,269.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,36.0,335.5,0,0,69.0,11.0,51.0,224.5,0.0,0,0.0,17.0,0.0,309.5,0,0,78.0,0.0,0.0,354.5,0,0,0.0,0.0,0.0,211.0,0,0,0.0,0.0,48.0,219.0,0,0,0.0,0.0,0.0,271.5,0.0,0,0.0,0.0,0.0,187.5,0,0,60.0,0.0,0.0,242.0,0,0,0.0,18.0,46.5,260.5,0.0,0,0.0,0.0,0.0,148.5,0.0,0,66.0,18.5,35.0,216.0,0,0,71.0,26.0,0.0,243.0,0,0,70.0,0.0,0.0,344.5,0,0,0.0,0.0,0.0,279.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,97.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
DAVIESS,0,7,6,15,58,1,0,24,14,28,129,0,0,26,17,34,146,0,1,22,8,28,81,1,0,11,3,10,45,0,1,7,5,14,49,0,0,4,3,12,53,1,0,6,8,14,43,1,0,4,1,8,45,1,1,8,2,10,40,0,0,2,1,7,16,0,0,1,2,1,18,0,0,4,2,3,21,0,0,2,1,1,7,0,1,2,1,1,12,0,0,3,2,4,20,0,2,5,6,8,19,0,0,6,4,4,10,0,0,1,1,9,4,0,0,3,0,4,8,0,0,1,2,3,7,0,0,3,2,1,14,0,0,3,4,8,7,0,1,7,7,5,22,1,0,4,9,5,10,0,1,7,1,4,13,0,0,3,7,11,10,0,0,2,3,5,1,0,0,0,3,4,7,0,0,0,0,1,3,0,0,73.0,18.5,41.0,190.0,2.0,0,69.0,17.5,48.0,201.0,0.0,0,68.0,21.0,43.0,178.0,0.0,80,66.0,18.0,40.0,158.0,4.0,0,69.0,25.0,46.0,201.0,0.0,80,70.0,26.0,46.0,194.0,0.0,0,63.5,28.0,47.5,201.0,1.0,0,71.5,18.0,43.5,201.0,5.0,0,68.0,11.0,41.0,161.0,5.0,80,71.5,19.5,45.0,198.5,0.0,0,75.5,12.0,38.0,169.0,0,0,71.0,16.0,49.0,167.5,0,0,65.5,27.0,39.0,227.0,0.0,0,77.5,13.0,56.0,250.0,0,80,62.0,28.0,45.0,224.0,0,0,70.0,13.5,42.5,200.0,0,80,77.0,18.0,43.0,197.0,0,0,73.5,23.5,47.0,195.0,0.0,0,66.0,26.0,41.0,228.5,0,0,60.0,0.0,47.0,135.0,0,0,73.0,17.0,46.0,144.0,0.0,0,79.0,15.5,48.0,123.0,0.0,0,66.0,23.0,50.5,147.0,0,80,74.0,10.0,41.0,172.0,4,0,67.0,20.0,33.0,148.0,0,80,64.0,27.0,43.0,149.0,0,0,66.0,24.0,41.0,129.0,0.0,0,68.5,22.0,41.0,263.0,0,0,0.0,11.0,41.0,215.0,0,0,0.0,0.0,52.0,262.0,0
EDMONSON,0,1,0,1,2,0,1,5,5,8,29,0,0,6,11,14,18,0,0,5,4,11,15,0,2,4,2,2,12,0,0,2,1,4,3,0,0,3,2,4,8,0,0,2,0,1,13,0,0,3,1,1,2,0,0,0,1,1,2,0,1,0,0,1,5,0,0,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,0.0,41.0,120.5,0.0,80,67.0,17.0,37.0,126.0,0.0,0,71.5,20.0,40.5,150.5,0.0,0,61.0,11.0,45.0,201.0,0.0,80,61.5,22.0,44.0,175.0,0.0,0,67.5,12.0,41.0,201.0,0.0,0,70.0,16.5,50.0,110.5,0.0,0,69.0,0.0,40.0,201.0,0.0,0,61.0,24.0,44.0,148.5,0.0,0,0.0,18.0,35.0,158.0,0.0,80,0.0,0.0,52.0,96.0,0,0,72.0,26.0,40.0,234.0,0,0,0.0,0.0,0.0,141.0,0.0,0,0.0,0.0,0.0,230.0,0,0,78.0,24.0,0.0,0.0,0,0,0.0,0.0,40.0,0.0,0,0,0.0,0.0,30.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,70.0,19.0,37.0,89.0,0,0,0.0,16.0,45.5,330.0,0,0,0.0,0.0,0.0,0.0,0.0,0,58.0,0.0,47.0,136.0,0.0,0,0.0,0.0,31.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,397.0,0,0,0.0,0.0,0.0,0.0,0.0,0,65.0,0.0,0.0,194.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
ELLIOTT,0,2,2,2,23,0,1,5,8,4,59,0,1,5,2,4,35,0,0,0,0,0,3,0,0,2,1,1,15,0,0,2,1,2,9,1,0,0,3,1,13,0,0,1,2,2,13,0,1,2,1,0,24,0,0,2,0,1,5,0,0,0,6,0,2,0,1,1,0,1,5,0,0,0,1,2,11,0,0,0,2,0,14,0,0,2,1,1,25,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,19.5,49.5,252.0,0.0,80,66.0,18.0,43.0,267.0,0.0,80,62.0,15.5,30.0,226.0,0.0,0,0.0,0.0,0.0,323.0,0.0,0,60.5,24.0,42.0,209.0,0.0,0,67.5,13.0,44.0,176.0,6.0,0,0.0,14.0,39.0,264.0,0.0,0,62.0,18.5,36.0,351.0,0.0,80,67.5,23.0,0.0,220.0,0.0,0,71.5,0.0,51.0,173.0,0.0,0,0.0,22.0,0.0,338.0,0,80,60.0,0.0,38.0,181.0,0,0,0.0,20.0,48.5,188.0,0.0,0,0.0,13.0,0.0,318.5,0,0,72.5,10.0,49.0,260.0,0,0,0.0,0.0,0.0,133.0,0,0,66.0,0.0,0.0,246.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,372.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,378.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
