COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL
HICKMAN,0,11,0,4,0,0,12,2,14,0,1,12,9,18,0,0,11,4,2,0,0,10,9,8,0,0,6,1,11,0,0,4,1,2,0,0,1,2,1,0,0,10,7,6,0,0,3,0,6,0,0,6,1,1,0,0,3,1,1,0,0,5,1,0,0,0,4,2,6,0,0,11,2,1,0,0,6,3,8,2,0,20,5,3,0,1,14,1,7,0,0,32,5,13,0,0,10,0,2,0,0,7,4,6,2,0,9,1,3,0,0,6,7,7,0,0,3,2,5,0,0,3,2,1,0,0,14,0,1,0,0,28,5,1,0,0,9,0,6,0,0,9,0,3,0,0,22,3,8,0,0,93.0,0.0,51.5,0.0,0,88.0,24.0,52.5,0.0,10,87.5,22.0,42.0,0.0,0,103.0,25.5,51.5,0.0,0,98.5,22.0,40.0,0.0,0,87.0,11.0,52.0,0.0,0,134.0,30.0,44.5,0.0,0,91.0,14.5,39.0,0.0,0,112.5,23.0,36.5,0.0,0,99.0,0.0,49.0,0.0,0,178.0,27.0,36.0,0.0,0,231.0,12.0,50.0,0.0,0,248.0,19.0,0.0,0.0,0,68.5,19.5,46.0,0.0,0,201.0,23.0,47.0,0.0,0,154.5,24.0,47.5,8.5,0,138.5,27.0,50.0,0.0,10,263.0,15.0,53.0,0.0,0,155.5,23.0,37.0,0.0,0,125.0,0.0,57.0,0.0,0,125.0,21.0,43.0,8.0,0,123.0,28.0,46.0,0.0,0,105.5,23.0,42.0,0.0,0,96.0,25.0,42.0,0.0,0,242.0,24.0,34.0,0.0,0,233.5,0.0,37.0,0.0,0,250.5,22.0,40.0,0.0,0,132.0,0.0,41.5,0.0,0,188.0,0.0,36.0,0.0,0,149.0,25.0,42.0,0.0
HOPKINS,0,13,15,6,7,0,12,7,10,2,0,2,16,6,0,1,1,17,7,1,1,1,8,6,1,0,1,9,5,2,0,0,3,3,0,2,2,6,2,1,1,9,16,11,5,2,6,9,4,1,1,3,7,7,0,0,3,0,0,1,2,4,10,4,2,0,14,11,9,0,0,20,16,9,4,0,18,5,8,6,0,5,15,9,7,1,5,6,7,4,1,1,9,0,1,0,1,10,3,3,1,1,6,7,3,1,4,8,7,1,1,3,21,8,9,0,6,19,10,13,1,9,19,8,1,0,6,6,4,1,1,6,17,6,5,1,9,40,19,15,3,2,28,10,13,1,3,8,12,3,0,146.0,19.0,39.5,6.0,0,104.5,17.0,43.0,7.5,0,98.5,19.5,47.0,0.0,10,201.0,17.0,34.0,5.0,10,82.0,14.0,42.0,9.0,0,107.0,24.0,39.0,8.0,0,0.0,28.0,47.0,0.0,10,67.0,22.5,36.5,5.0,10,110.0,19.0,45.0,5.0,10,110.0,21.0,39.0,6.0,10,96.0,13.0,32.0,0.0,0,70.0,0.0,0.0,5.0,10,89.5,19.0,41.0,5.5,0,133.0,19.0,39.0,0.0,0,187.5,16.5,46.0,8.0,0,90.5,24.0,43.5,6.0,0,157.0,21.0,37.0,7.0,10,144.0,17.0,37.0,6.5,10,186.0,17.0,0.0,8.0,0,268.0,17.0,50.0,6.0,10,170.0,20.0,47.0,6.0,10,98.5,20.5,35.0,5.0,10,101.0,16.0,46.0,5.0,0,92.0,18.0,36.5,6.0,10,84.0,22.0,44.5,3.0,0,164.5,20.0,53.0,7.0,10,85.0,18.0,36.5,9.0,10,80.0,20.0,37.0,7.0,10,118.5,16.5,36.0,6.0,10,73.0,15.5,44.0,6.0
JACKSON,1,8,5,1,2,0,11,6,2,3,0,2,5,1,1,1,2,4,3,1,0,1,5,4,4,0,4,2,1,0,0,0,0,1,0,0,7,8,2,1,0,0,2,1,0,0,1,2,0,0,0,5,1,1,1,1,1,5,6,0,0,3,1,2,1,0,6,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,1,2,0,0,3,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,2,3,1,0,1,0,0,0,0,1,1,4,1,0,1,4,2,1,0,10,4,12,2,1,7,3,12,1,0,14,12,9,8,10,117.5,15.0,59.0,6.0,0,250.0,20.5,37.0,8.0,0,112.5,26.0,38.0,9.0,10,244.0,21.0,45.0,9.0,0,100.0,22.0,44.0,7.5,0,115.5,24.0,35.0,0.0,0,0.0,0.0,46.0,0.0,0,133.0,17.5,45.5,8.0,0,0.0,17.0,31.0,0.0,0,69.0,24.5,0.0,0.0,0,133.0,14.0,52.0,7.0,10,70.0,25.0,47.0,0.0,0,68.0,14.0,46.5,8.0,0,111.5,0.0,0.0,0.0,0,98.5,23.5,32.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.5,0.0,0,0.0,12.0,35.5,0.0,0,95.0,20.0,46.0,0.0,0,106.0,0.0,33.0,0.0,0,121.0,0.0,0.0,0.0,0,124.0,0.0,49.0,0.0,0,144.0,0.0,0.0,0.0,0,150.0,14.5,51.0,9.0,0,110.0,0.0,0.0,0.0,0,78.0,26.0,45.5,8.0,0,90.0,19.0,52.0,8.0,0,121.0,23.0,41.5,4.0,10,80.0,18.0,44.0,9.0,0,128.5,16.0,46.0,7.5
JEFFERSON,0,7,14,9,2,0,10,4,12,0,0,18,11,6,1,0,5,13,9,0,0,10,5,1,4,0,4,6,2,1,0,3,4,3,0,0,2,5,1,1,1,6,4,3,2,0,2,11,3,2,0,0,1,1,1,0,0,0,0,1,0,3,3,0,0,0,9,7,12,1,0,7,5,1,0,0,4,10,1,2,0,2,4,1,2,0,4,5,6,0,0,4,4,0,0,0,8,3,4,0,1,10,3,2,1,1,0,7,2,1,0,3,7,3,1,0,0,4,2,1,0,0,1,1,2,0,0,4,0,0,0,1,8,3,2,0,4,3,1,2,1,3,7,3,4,1,2,6,1,8,0,110.0,19.0,42.0,5.5,0,140.5,21.5,41.0,0.0,0,121.0,18.0,38.0,1.0,0,131.0,21.0,35.0,0.0,0,83.0,14.0,49.0,8.5,0,139.0,21.5,42.0,4.0,0,82.0,15.0,33.0,0.0,0,201.0,15.0,56.0,8.0,10,109.5,17.0,47.0,9.0,0,134.0,19.0,38.0,6.5,0,0.0,23.0,34.0,6.0,0,0.0,0.0,0.0,7.0,0,144.0,19.0,0.0,0.0,0,76.0,20.0,44.5,9.0,0,118.0,14.0,50.0,0.0,0,132.5,12.5,42.0,7.0,0,87.0,22.0,48.0,7.5,0,117.0,23.0,40.5,0.0,0,144.5,21.0,0.0,0.0,0,98.0,19.0,47.0,0.0,10,110.0,18.0,45.0,8.0,10,0.0,15.0,36.5,7.0,0,75.0,16.0,31.0,9.0,0,0.0,22.0,32.5,4.0,0,0.0,12.0,46.0,7.5,0,0.0,13.0,0.0,0.0,0,76.0,17.0,35.0,9.0,0,184.5,18.0,36.0,7.0,10,193.0,15.0,37.0,7.5,10,181.0,12.0,39.0,7.0
JESSAMINE,0,24,1,2,0,0,7,0,0,0,0,12,1,0,0,0,11,0,4,0,0,30,1,1,0,0,14,0,1,0,0,16,1,5,0,0,19,0,1,0,0,17,0,0,0,0,14,0,1,0,0,34,0,0,0,0,52,0,1,0,0,135,4,4,0,0,43,0,2,0,0,22,1,0,0,0,45,0,1,0,0,48,1,0,0,0,49,0,3,0,0,84,0,3,0,0,49,1,1,0,0,47,4,1,0,0,52,0,3,0,0,77,3,2,0,0,35,1,6,2,1,57,1,2,0,0,47,4,3,0,0,26,3,1,0,0,31,2,4,0,0,63,5,8,0,0,44,0,2,0,0,254.0,19.0,57.0,0.0,0,317.0,0.0,0.0,0.0,0,365.5,19.0,0.0,0.0,0,476.0,0.0,53.0,0.0,0,214.0,23.0,38.0,0.0,0,411.5,0.0,32.0,0.0,0,175.0,27.0,40.0,0.0,0,186.0,0.0,52.0,0.0,0,424.0,0.0,0.0,0.0,0,375.0,0.0,43.0,0.0,0,418.5,0.0,0.0,0.0,0,268.5,0.0,46.0,0.0,0,294.0,27.0,42.5,0.0,0,303.0,0.0,45.0,0.0,0,340.0,24.0,0.0,0.0,0,385.0,0.0,52.0,0.0,0,411.5,29.0,0.0,0.0,0,330.0,0.0,47.0,0.0,0,390.0,0.0,36.0,0.0,0,378.0,20.0,31.0,0.0,0,389.0,23.0,42.0,0.0,0,394.5,0.0,39.0,0.0,0,404.0,23.0,47.5,0.0,0,166.0,23.0,49.0,9.0,10,286.0,11.0,48.0,0.0,0,188.0,17.0,48.0,0.0,0,184.5,21.0,48.0,0.0,0,333.0,26.5,43.5,0.0,0,319.0,26.0,53.5,0.0,0,249.0,0.0,41.0,0.0
JOHNSON,0,2,5,0,2,0,3,5,4,3,0,2,2,1,1,0,0,1,0,1,0,3,1,0,0,0,4,5,5,0,0,4,4,2,1,0,1,5,3,0,0,2,3,3,1,0,0,5,2,3,0,1,2,0,0,0,1,2,4,0,1,15,18,9,2,0,4,2,6,0,0,0,4,4,0,0,1,2,1,0,0,1,1,0,0,0,2,3,0,2,1,3,4,3,1,1,7,3,5,1,0,1,5,3,0,0,0,3,3,0,0,2,6,0,0,0,1,0,3,0,2,0,8,2,1,0,3,4,3,0,0,1,0,1,0,0,2,1,1,1,0,3,6,1,1,0,9,4,4,0,0,81.5,14.0,0.0,6.0,0,98.0,19.0,43.0,8.0,0,320.5,26.5,41.0,7.0,0,0.0,15.0,0.0,9.0,0,72.0,16.0,0.0,0.0,0,113.5,16.0,39.0,0.0,0,100.0,18.0,40.5,3.0,0,101.0,14.0,34.0,0.0,0,79.5,15.0,47.0,8.0,0,0.0,24.0,43.0,3.0,0,93.0,16.0,0.0,0.0,0,62.0,20.5,43.0,0.0,10,90.0,21.0,40.0,7.0,0,162.0,14.0,32.0,0.0,0,0.0,21.0,51.5,0.0,0,89.0,20.0,41.0,0.0,0,360.0,20.0,0.0,0.0,0,175.5,14.0,0.0,7.5,10,195.0,18.0,36.0,6.0,10,151.0,13.0,47.0,9.0,0,195.0,18.0,33.0,0.0,0,0.0,21.0,34.0,0.0,0,98.5,18.5,0.0,0.0,0,86.0,0.0,43.0,0.0,10,0.0,14.0,56.5,8.0,0,73.0,25.0,49.0,0.0,0,80.0,0.0,35.0,0.0,0,84.0,11.0,60.0,5.0,0,166.0,18.5,34.0,9.0,0,211.0,23.5,47.0,0.0
KENTON,0,2,1,1,0,0,2,0,1,1,1,8,3,7,0,0,1,1,3,0,0,6,4,9,1,0,3,2,2,0,0,0,0,0,0,0,4,0,1,0,0,15,11,10,1,0,4,3,1,0,0,3,4,3,0,0,4,0,3,0,0,6,4,7,0,0,1,2,4,0,0,1,0,0,0,0,6,2,3,0,0,16,18,21,0,0,12,9,9,0,0,15,8,8,0,0,12,6,1,0,0,5,1,1,1,0,14,1,6,0,0,3,3,3,0,0,9,0,0,0,0,3,1,4,0,0,4,0,0,0,1,24,5,11,0,1,5,11,9,0,0,12,5,6,0,0,2,13,4,1,0,224.5,25.0,43.0,0.0,0,63.0,0.0,38.0,5.0,10,103.0,18.0,52.0,0.0,0,88.0,19.0,46.0,0.0,0,78.5,20.5,45.0,6.0,0,80.0,22.5,37.5,0.0,0,0.0,0.0,0.0,0.0,0,150.5,0.0,46.0,0.0,0,97.0,19.0,49.5,7.0,0,79.5,19.0,51.0,0.0,0,155.0,20.5,36.0,0.0,0,80.0,0.0,38.0,0.0,0,106.5,24.5,38.0,0.0,0,62.0,26.0,42.0,0.0,0,96.0,0.0,0.0,0.0,0,144.5,24.0,48.0,0.0,0,140.5,18.5,37.0,0.0,0,112.5,16.0,37.0,0.0,0,132.0,21.5,44.5,0.0,0,110.0,25.5,31.0,0.0,0,104.0,26.0,43.0,8.0,0,177.5,20.0,40.5,0.0,0,93.0,21.0,50.0,0.0,0,152.0,0.0,0.0,0.0,0,134.0,23.0,54.0,0.0,0,161.0,0.0,0.0,0.0,10,125.0,20.0,45.0,0.0,10,86.0,27.0,42.0,0.0,0,129.0,25.0,44.5,0.0,0,109.5,22.0,55.0,8.0
KNOTT,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,3,1,3,0,0,0,1,2,0,1,3,7,5,1,0,5,6,6,0,0,7,2,3,1,0,1,2,2,0,1,1,2,1,2,0,1,2,2,0,0,1,5,2,1,1,1,4,3,0,1,1,7,2,5,0,161.0,27.0,48.5,5.5,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0,0.0,13.0,0.0,6.0,0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0,0.0,11.0,41.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,166.0,17.0,35.0,0.0,0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,70.0,17.5,39.5,0.0,0,0.0,0.0,0.0,0.0,0,77.0,29.0,54.0,0.0,0,0.0,18.0,44.5,0.0,10,230.0,14.0,34.0,8.0,0,105.0,21.5,44.5,0.0,0,201.0,20.5,43.0,5.0,0,177.0,19.0,38.5,0.0,10,84.0,20.0,35.0,5.5,0,77.0,21.5,48.5,0.0,0,76.0,18.0,38.5,7.0,10,222.0,18.0,47.0,0.0,10,137.0,21.0,44.0,5.0
KNOX,0,5,8,2,4,1,2,8,1,2,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,2,0,3,0,0,0,3,3,1,0,0,0,0,1,0,0,0,6,2,0,0,1,1,2,0,0,1,3,2,0,0,1,1,2,0,0,0,3,1,0,0,1,1,1,0,0,1,0,3,0,0,0,4,1,0,0,1,3,3,1,0,2,1,6,3,0,2,1,6,0,1,1,2,1,0,0,0,3,1,0,0,5,0,1,0,0,4,4,3,0,0,0,0,3,0,0,1,3,1,1,0,2,3,4,1,0,5,17,6,1,0,1,7,4,1,1,1,3,1,0,0,7,5,4,0,0,99.0,18.0,39.5,7.0,10,81.5,18.0,50.0,8.0,0,0.0,14.0,39.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,15.5,32.0,0.0,10,0.0,17.0,0.0,0.0,0,136.0,17.0,32.0,0.0,0,0.0,0.0,32.0,0.0,0,0.0,20.5,37.5,0.0,0,92.0,26.0,33.0,0.0,0,78.0,20.0,41.5,0.0,0,133.0,18.0,55.0,0.0,0,0.0,27.0,32.0,0.0,0,73.0,15.0,43.0,0.0,0,65.0,0.0,38.0,0.0,0,0.0,19.0,33.0,0.0,0,350.0,27.0,31.0,9.0,0,355.0,26.0,36.5,9.0,0,269.0,23.0,39.5,0.0,10,237.0,18.5,36.0,0.0,0,0.0,17.0,36.0,0.0,0,200.0,0.0,60.0,0.0,0,240.5,18.5,38.0,0.0,0,0.0,0.0,55.0,0.0,0,124.0,17.0,58.0,6.0,0,115.0,19.0,53.0,9.0,0,91.0,17.0,42.5,8.0,0,73.0,14.0,36.5,7.0,10,68.0,21.0,50.0,0.0,0,101.0,25.0,38.0,0.0
LARUE,0,5,10,2,1,1,11,13,11,5,1,12,16,6,2,4,11,28,14,9,5,12,19,18,10,1,3,10,7,6,0,7,16,13,9,1,5,14,5,3,1,4,25,8,5,1,20,18,14,10,0,7,12,18,0,1,8,12,14,2,1,1,15,7,9,0,5,6,5,1,1,11,7,5,1,0,6,9,6,2,0,18,18,15,2,0,24,24,18,0,1,17,19,19,0,0,17,14,21,2,1,9,8,14,8,0,11,13,10,3,0,5,14,15,0,0,13,24,22,3,1,15,29,25,5,4,26,52,31,8,0,16,21,25,0,1,19,21,31,1,3,27,21,24,6,1,23,34,33,2,0,76.0,20.0,37.0,6.0,10,88.0,17.0,39.0,9.0,10,91.5,16.0,38.5,5.5,10,87.0,18.0,44.0,6.0,10,115.0,16.0,43.0,6.0,10,96.0,20.0,46.0,1.0,0,105.0,19.5,44.0,8.0,10,77.0,15.5,54.0,9.0,10,104.5,19.0,47.0,7.0,10,104.5,22.0,43.5,3.0,0,80.0,20.5,41.5,0.0,10,96.0,19.0,45.5,7.5,10,121.0,18.0,44.0,5.0,0,114.0,22.0,42.0,6.0,10,86.0,22.0,38.0,9.0,0,67.5,23.0,44.5,6.0,0,94.5,20.5,53.0,6.0,0,113.0,18.5,42.5,0.0,10,88.0,21.0,39.0,0.0,0,75.0,23.0,43.0,8.0,10,84.0,23.0,43.5,4.5,0,79.0,18.0,45.5,5.0,0,96.0,21.0,45.0,0.0,0,85.0,18.5,41.5,7.0,10,91.0,18.0,43.0,5.0,10,102.0,17.0,47.0,7.5,0,113.0,20.0,48.0,0.0,10,111.0,21.0,45.0,9.0,10,85.0,17.0,44.5,8.0,10,81.0,20.5,45.0,5.5
LAUREL,2,10,13,12,2,0,7,1,4,3,1,14,16,13,2,0,2,6,2,0,0,9,3,6,1,0,8,4,9,1,0,15,8,6,0,0,14,8,7,2,1,3,6,13,1,0,22,6,8,0,0,7,7,3,3,0,13,17,20,7,0,29,21,10,0,0,6,6,4,4,0,13,11,8,3,1,15,13,7,4,1,27,10,11,3,0,13,7,1,2,0,73,20,28,3,3,55,32,26,5,0,14,7,7,1,1,10,22,16,4,1,30,15,14,1,0,23,13,14,1,1,9,11,3,2,1,22,26,9,4,0,17,9,11,2,1,17,21,18,5,1,20,13,7,1,1,30,14,22,5,10,132.5,18.0,45.5,6.0,0,124.0,12.0,39.5,4.0,10,113.0,22.0,39.0,8.0,0,73.5,14.0,38.0,0.0,0,154.0,17.0,48.5,7.0,0,101.0,24.0,52.0,7.0,0,123.0,21.5,44.5,0.0,0,94.0,23.5,43.0,6.5,10,148.0,18.5,45.0,8.0,0,114.0,24.0,39.5,0.0,0,78.0,24.0,43.0,4.0,0,109.0,20.0,43.5,6.0,0,167.0,20.0,39.5,0.0,0,91.5,13.5,48.5,4.0,0,182.0,21.0,41.5,9.0,10,178.0,16.0,41.0,7.5,10,169.0,21.5,51.0,3.0,0,159.0,17.0,41.0,6.5,0,117.0,19.5,43.5,5.0,10,132.0,24.0,45.0,6.0,0,165.0,19.0,52.0,4.0,10,103.0,19.5,43.5,5.0,10,152.0,23.0,44.0,9.0,0,117.0,18.0,40.5,8.0,10,164.0,20.0,42.0,6.5,10,101.0,16.0,40.0,5.0,0,193.0,19.0,42.0,5.0,10,102.0,21.0,42.0,6.0,10,93.0,19.0,39.0,7.0,10,154.5,19.0,38.5,8.0
LAWRENCE,0,1,0,0,0,0,1,2,0,1,0,0,4,1,0,0,1,1,2,1,0,0,3,3,0,0,1,2,0,0,0,6,0,2,1,0,3,5,5,0,0,5,3,4,0,0,7,5,7,0,0,2,3,3,0,1,10,13,17,2,0,8,1,4,0,1,9,16,7,0,0,9,4,13,2,0,6,6,13,1,0,0,1,2,0,0,9,18,8,1,1,10,9,4,2,0,8,6,2,2,0,5,5,2,0,0,1,2,2,0,0,3,3,3,1,3,10,22,13,8,1,3,14,7,0,0,8,19,9,7,1,19,15,12,5,1,18,17,14,5,2,3,4,2,2,0,14,16,13,1,0,117.0,0.0,0.0,0.0,0,262.0,15.0,0.0,4.0,0,0.0,17.5,42.0,0.0,0,66.0,25.0,47.0,5.0,0,0.0,18.0,33.0,0.0,0,123.0,17.5,0.0,0.0,0,71.0,0.0,39.0,9.0,0,76.0,25.0,52.0,0.0,0,138.0,17.0,43.0,0.0,0,95.0,19.0,44.0,0.0,0,236.5,16.0,48.0,0.0,10,92.0,18.0,41.0,8.0,0,83.5,21.0,54.5,0.0,10,102.0,17.5,38.0,0.0,0,77.0,22.0,52.0,6.0,0,80.5,21.5,47.0,1.0,0,0.0,18.0,56.0,0.0,0,137.0,18.5,40.0,8.0,10,160.0,16.0,48.5,8.0,0,78.0,26.5,33.0,6.0,0,122.0,23.0,39.0,0.0,0,62.0,18.5,33.0,0.0,0,94.0,20.0,39.0,8.0,10,109.5,19.0,42.0,8.0,10,71.0,16.5,46.0,0.0,0,115.0,17.0,38.0,7.0,10,122.0,21.0,35.5,8.0,10,111.0,22.0,41.5,4.0,10,84.0,19.0,36.0,8.0,0,101.0,18.0,39.0,3.0
LEE,0,2,6,10,1,0,0,2,0,2,0,1,3,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,6,8,0,0,5,3,0,0,1,2,5,1,5,0,2,5,5,5,1,4,3,0,1,0,1,5,2,1,0,5,7,3,3,0,19,23,13,7,0,2,0,1,0,0,1,1,1,0,0,1,11,3,2,0,0,3,0,0,0,3,0,1,0,0,1,3,6,2,0,4,2,1,0,1,3,12,6,9,0,3,0,4,0,1,2,17,6,1,0,3,5,1,4,0,177.5,25.5,41.5,7.0,0,0.0,15.5,0.0,8.0,0,120.0,20.0,57.0,0.0,0,0.0,0.0,0.0,8.5,10,0.0,21.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,54.0,0.0,0,70.0,0.0,0.0,0.0,0,95.0,22.5,43.0,0.0,0,134.0,25.0,0.0,0.0,10,102.5,13.0,32.0,6.0,0,123.5,25.0,36.0,6.0,10,141.5,13.0,0.0,5.0,0,96.0,13.0,38.0,7.0,0,160.0,25.0,54.0,6.0,0,116.0,20.0,41.0,7.0,0,154.0,0.0,59.0,0.0,0,344.0,29.0,60.0,0.0,0,66.0,23.0,44.0,8.0,0,0.0,17.0,0.0,0.0,0,131.0,0.0,32.0,0.0,0,148.0,17.0,42.0,8.0,0,87.5,12.5,54.0,0.0,10,109.0,16.0,54.5,7.0,0,84.0,0.0,36.0,0.0,10,186.5,18.0,41.0,6.0,0,161.0,17.0,48.0,4.0
LESLIE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,19.0,45.0,0.0,0,0.0,23.0,37.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0.0,17.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,320.0,17.0,43.0,9.0,0,0.0,0.0,0.0,0.0,0,73.0,0.0,46.0,0.0,0,476.0,29.0,33.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
