COUNTY,1990_H,1990_L,1990_M,1990_VL,1991_H,1991_L,1991_M,1991_VL,1992_H,1992_L,1992_M,1992_VL,1993_H,1993_L,1993_M,1993_VL,1994_H,1994_L,1994_M,1994_VL,1995_H,1995_L,1995_M,1995_VL,1996_H,1996_L,1996_M,1996_VL,1997_H,1997_L,1997_M,1997_VL,1998_H,1998_L,1998_M,1998_VL,1999_H,1999_L,1999_M,1999_VL,2000_H,2000_L,2000_M,2000_VL,2001_H,2001_L,2001_M,2001_VL,2002_H,2002_L,2002_M,2002_VL,2003_H,2003_L,2003_M,2003_VL,2004_H,2004_L,2004_M,2004_VL,2005_H,2005_L,2005_M,2005_VL,2006_H,2006_L,2006_M,2006_VL,2007_H,2007_L,2007_M,2007_VL,2008_H,2008_L,2008_M,2008_VL,2009_H,2009_L,2009_M,2009_VL,2010_H,2010_L,2010_M,2010_VL,2011_H,2011_L,2011_M,2011_VL,2012_H,2012_L,2012_M,2012_VL,2013_H,2013_L,2013_M,2013_VL,2014_H,2014_L,2014_M,2014_VL,2015_H,2015_L,2015_M,2015_VL,2016_H,2016_L,2016_M,2016_VL,2017_H,2017_L,2017_M,2017_VL,2018_H,2018_L,2018_M,2018_VL,2019_H,2019_L,2019_M,2019_VL,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_H,count_2019_L,count_2019_M,count_2019_VL
OHIO,111.59,27.0,49.22,0.0,97.65,0.0,47.12,0,83.84,21.27,45.44,0,92.8,23.5,42.25,0.0,92.11,21.0,38.79,0.0,96.96,21.87,44.7,0.0,107.5,20.67,38.67,0,86.62,19.56,44.05,0,93.71,19.25,44.67,0,136.09,21.33,44.85,0.0,70.5,17.5,45.17,0,82.6,15.0,40.5,0,102.92,17.67,39.15,3.5,118.2,25.0,36.88,0,89.33,21.5,39.14,0,104.83,19.4,42.69,0.0,107.57,13.75,40.6,0.0,118.11,17.57,45.19,0,127.04,20.39,42.85,0,155.86,13.0,37.0,5.0,161.07,17.0,43.76,0.0,103.0,20.25,37.2,0.0,147.75,13.3,37.67,5.0,157.18,9.0,49.33,3.33,105.05,19.88,43.58,0,82.0,27.0,34.5,0.0,87.5,15.0,36.33,0,92.0,0.0,55.0,0.0,69.33,0.0,46.0,0.0,120.5,14.0,53.0,0.0,27,2,18,0,26,0,24,0,37,11,43,0,20,2,16,0,9,5,14,0,24,15,20,0,8,3,9,0,8,9,22,0,7,4,6,0,11,6,13,0,2,2,6,0,10,1,6,0,12,15,27,4,15,1,8,0,6,2,7,0,30,5,32,0,14,4,20,0,36,7,16,0,26,28,46,0,14,5,7,1,61,6,17,0,2,4,5,0,4,10,3,2,11,3,3,3,77,8,45,0,1,1,2,0,2,3,3,0,2,0,2,0,3,0,1,0,2,1,1,0
OLDHAM,150.33,18.17,40.88,0.0,68.0,16.83,40.0,0,118.6,16.33,56.0,0,103.0,19.33,45.2,0.0,96.0,15.0,40.0,0.0,0.0,13.67,0.0,0.0,0.0,0.0,47.5,0,771.0,22.0,38.8,0,90.5,18.67,41.67,0,131.5,20.6,45.0,0.0,106.33,19.0,35.5,0,401.67,16.75,38.0,0,162.5,22.0,45.75,0.0,131.33,15.0,40.67,0,94.0,0.0,41.0,0,92.25,22.33,43.67,0.0,61.0,0.0,34.5,0.0,141.57,19.5,41.86,0,0.0,24.0,43.62,0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,17.0,57.0,0,0.0,10.0,0.0,0.0,133.0,0.0,0.0,0,0.0,22.25,31.0,0.0,0.0,15.0,29.0,0.0,256.67,0.0,0.0,0.0,3,6,8,0,1,6,3,0,5,3,1,0,4,3,5,0,2,1,1,0,0,3,0,0,0,0,2,0,1,1,5,0,2,6,6,0,6,5,3,0,3,1,2,0,3,4,2,0,2,2,4,0,6,5,9,0,1,0,3,0,4,3,3,0,1,0,2,0,7,2,7,0,0,1,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,4,2,0,0,1,1,0,3,0,0,0
OWEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,75.0,0.0,57.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,159.5,0.0,34.0,0,96.0,0.0,50.0,0.0,83.5,0.0,39.0,0.0,0.0,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0
OWSLEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67.0,0.0,57.0,0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PENDLETON,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,507.33,0.0,0.0,0,0.0,0.0,0.0,0,271.5,0.0,0.0,0,240.06,0.0,0.0,0.0,189.56,0.0,0.0,0,0.0,0.0,0.0,0,230.5,0.0,48.0,0.0,0.0,0.0,0.0,0,151.0,0.0,53.0,0,223.0,0.0,0.0,0.0,95.0,0.0,31.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,84.5,0.0,0.0,0.0,150.75,0.0,51.0,0.0,172.97,20.2,40.57,0.0,195.45,16.0,34.5,0.0,173.86,19.33,51.73,0.0,145.88,15.4,42.5,0,123.85,19.25,48.08,0.0,174.71,18.0,39.57,0,141.1,16.0,50.5,0.0,205.88,14.0,31.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,31,5,7,0,29,8,8,0,22,6,11,0,26,5,12,0,13,4,12,0,24,3,7,0,10,1,2,0,8,1,2,0,0,0,0,0
PERRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
POWELL,94.0,24.67,54.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,18.0,37.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0,163.0,0.0,50.0,0,0.0,22.5,50.5,0,0.0,21.5,36.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0,577.0,11.0,0.0,0,110.0,22.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0,0.0,0,268.5,14.67,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,18.0,0.0,0.0,190.0,14.67,0.0,0,102.0,16.0,51.0,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.0,8.25,31.0,0.0,0.0,0.0,0.0,0.0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,8,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,6,0,0,1,5,1,2,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0
PULASKI,140.9,12.0,41.14,0.0,110.37,0.0,45.0,0,111.25,0.0,41.75,0,145.11,19.0,40.14,0.0,117.92,16.4,44.7,0.0,153.0,14.5,50.0,0.0,109.09,23.0,45.5,0,112.69,22.0,42.67,0,110.88,25.0,48.22,0,106.89,27.0,44.92,0.0,119.38,0.0,50.7,0,116.54,18.38,44.38,0,128.5,24.4,40.79,0.0,108.97,23.0,46.76,0,95.41,0.0,44.12,0,141.56,18.0,44.22,0.0,161.62,19.0,43.39,0.0,142.69,24.33,42.77,0,118.89,24.5,43.34,0,144.24,23.57,44.59,0.0,107.17,23.71,45.57,0.0,113.12,20.62,43.62,0.0,130.46,20.29,43.44,0.0,115.89,17.44,42.24,5.0,120.35,16.92,46.72,0,146.89,18.53,42.05,4.0,115.79,20.15,43.42,0,110.55,21.15,41.72,0.0,126.57,22.57,44.79,0.0,127.13,22.0,42.8,0.0,20,1,14,0,19,0,10,0,12,0,8,0,9,2,7,0,12,5,10,0,11,2,3,0,33,4,14,0,29,2,12,0,8,1,9,0,19,1,12,0,16,0,10,0,28,8,16,0,24,5,24,0,38,3,29,0,17,0,24,0,73,5,36,0,47,9,41,0,35,6,39,0,57,2,35,0,68,7,49,0,48,7,56,0,58,13,52,0,85,21,80,0,44,25,46,1,49,12,40,0,47,15,57,1,38,13,43,0,29,13,40,0,21,7,28,0,15,9,35,0
ROBERTSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0,0.0,0.0,0.0,0,159.0,0.0,59.0,0.0,0.0,22.5,33.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,52.0,0.0,429.5,14.0,56.0,0.0,224.8,18.0,44.0,0,143.75,0.0,0.0,0.0,378.0,0.0,0.0,0,0.0,0.0,0.0,0.0,316.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,2,2,1,0,5,5,2,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ROCKCASTLE,92.0,0.0,39.0,0.0,106.4,22.67,43.15,0,98.67,25.0,46.0,0,127.9,0.0,48.0,0.0,125.3,20.4,41.92,0.0,88.38,0.0,50.2,0.0,101.71,23.0,46.75,0,89.5,20.6,46.27,0,112.47,23.5,43.44,0,111.47,22.8,40.33,0.0,91.57,22.0,44.0,0,97.86,0.0,47.91,0,86.67,0.0,49.0,0.0,0.0,0.0,49.5,0,0.0,0.0,0.0,0,101.4,0.0,49.0,0.0,158.22,24.0,49.0,0.0,95.57,16.0,44.38,0,0.0,12.5,0.0,0,88.44,17.5,47.31,0.0,135.0,0.0,60.0,0.0,195.0,15.67,50.0,0.0,124.1,19.0,42.26,0.0,135.62,13.5,42.88,0.0,0.0,0.0,0.0,0,140.0,0.0,51.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.33,0.0,0.0,0.0,47.0,0.0,79.0,0.0,0.0,0.0,1,0,1,0,15,6,13,0,9,2,3,0,10,0,2,0,10,5,12,0,8,0,5,0,7,1,4,0,8,5,11,0,15,2,9,0,17,5,15,0,7,2,6,0,14,0,11,0,3,0,9,0,0,0,2,0,0,0,0,0,15,0,5,0,9,1,5,0,7,2,13,0,0,2,0,0,18,4,13,0,9,0,1,0,2,3,1,0,10,3,19,0,8,2,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0
ROWAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.5,0.0,54.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0,0.0,0.0,0.0,0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,94.33,0.0,51.0,0.0,88.5,0.0,55.0,0,0.0,0.0,0.0,5,103.0,0.0,58.0,0.0,188.0,0.0,0.0,0.0,201.0,16.5,41.0,0.0,464.0,18.0,32.0,0.0,94.5,14.5,0.0,0.0,543.67,0.0,0.0,0,212.57,19.2,36.5,0.0,145.33,19.2,46.5,0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,1,2,3,0,1,4,1,0,2,2,0,0,3,0,0,0,7,5,4,0,3,5,2,0,0,3,0,1,0,0,0,0,0,1,1,0
RUSSELL,148.77,20.33,39.92,0.0,77.67,0.0,0.0,0,120.25,13.0,41.17,0,109.0,24.0,51.67,0.0,91.71,21.0,35.67,0.0,169.0,0.0,36.0,0.0,168.5,9.0,42.33,0,201.3,0.0,40.8,0,134.5,21.0,47.0,0,91.0,22.0,47.0,0.0,132.57,20.8,35.43,0,144.83,23.0,42.4,0,128.9,26.0,41.5,0.0,225.5,22.0,56.0,0,254.67,19.0,40.0,0,219.0,0.0,41.5,0.0,230.31,21.75,43.0,0.0,249.08,10.33,44.0,0,173.0,21.8,38.0,0,148.15,25.0,40.8,0.0,270.81,0.0,53.25,0.0,92.85,18.88,39.52,0.0,131.29,16.83,35.91,0.0,166.05,22.11,43.69,0.0,157.35,23.0,43.88,0,169.9,14.67,48.33,4.0,175.54,18.5,44.6,5,146.8,18.55,42.58,0.0,163.28,18.05,42.54,0.0,408.0,20.0,49.0,0.0,13,3,12,0,3,0,0,0,8,7,6,0,2,1,3,0,7,2,3,0,2,0,1,0,4,1,3,0,10,0,5,0,6,3,2,0,9,3,12,0,7,5,7,0,6,3,5,0,10,1,2,0,2,4,1,0,3,2,6,0,4,0,4,0,13,4,4,0,13,3,2,0,12,5,2,0,34,1,15,0,16,0,4,0,27,17,21,0,28,12,11,0,21,9,13,0,43,5,17,0,30,3,15,1,13,10,5,1,44,20,31,0,43,19,35,0,1,1,1,0
SCOTT,174.0,0.0,0.0,0.0,398.0,0.0,0.0,0,339.86,0.0,0.0,0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,346.3,26.0,0.0,0.0,278.15,0.0,56.0,0,264.65,0.0,51.0,0,239.19,0.0,0.0,0,268.45,0.0,0.0,0.0,332.36,0.0,0.0,0,0.0,23.0,0.0,0,120.0,0.0,0.0,0.0,121.6,23.0,51.0,0,189.33,24.0,38.0,0,187.8,0.0,49.0,0.0,269.11,20.0,40.75,0.0,203.71,20.0,56.0,0,284.0,23.0,41.0,0,0.0,0.0,0.0,0.0,464.75,26.0,0.0,0.0,260.6,6.5,39.86,0.0,350.52,6.0,55.0,0.0,313.76,0.0,45.25,0.0,297.21,19.0,45.31,0,256.34,0.0,49.67,0.0,364.0,21.0,38.0,0,288.0,0.0,35.57,0.0,425.04,0.0,44.0,0.0,412.43,0.0,0.0,0.0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,20,0,1,0,26,0,1,0,21,0,0,0,20,0,0,0,14,0,0,0,0,1,0,0,2,0,0,0,5,1,3,0,9,1,2,0,10,0,4,0,19,1,12,0,7,1,1,0,8,1,2,0,0,0,0,0,20,1,0,0,20,2,7,0,48,1,1,0,21,0,4,0,34,3,13,0,38,0,3,0,14,1,3,0,44,0,7,0,25,0,2,0,7,0,0,0
SHELBY,127.47,18.0,46.0,0.0,176.67,23.0,43.71,0,225.81,21.0,50.0,0,152.25,20.3,39.96,0.0,232.83,22.33,45.91,0.0,230.44,17.57,44.14,0.0,179.19,20.5,45.3,0,206.35,22.32,41.54,0,177.9,20.59,43.26,0,178.2,19.96,43.41,0.0,144.45,21.75,42.0,0,220.0,24.4,42.25,0,218.38,22.14,40.87,0.0,114.31,24.5,43.83,0,176.86,21.83,45.5,0,214.02,19.0,45.07,0.0,201.22,23.25,45.58,0.0,252.09,17.93,45.64,0,219.87,25.25,47.5,0,158.49,20.75,39.73,0.0,147.97,22.1,39.83,0.0,167.36,20.0,45.56,0.0,158.63,19.0,39.63,0.0,205.43,14.73,40.89,5.0,175.24,21.0,40.42,0,165.3,16.0,51.8,0.0,205.49,24.0,40.6,0,195.56,17.57,43.43,0.0,110.17,17.67,41.0,0.0,225.03,17.0,49.8,0.0,15,9,7,0,15,5,17,0,16,1,3,0,32,23,27,0,41,3,11,0,185,23,49,0,54,8,27,0,95,22,37,0,195,22,61,0,108,24,54,0,42,4,22,0,53,5,16,0,40,7,15,0,13,2,12,0,22,6,16,0,45,7,14,0,90,12,33,0,58,15,11,0,38,4,12,0,39,4,11,0,33,10,23,0,36,4,9,0,63,6,30,0,70,11,9,1,37,4,12,0,30,1,5,0,35,1,5,0,27,7,7,0,6,3,3,0,29,10,5,0
SIMPSON,109.97,19.79,44.32,4.0,106.55,21.5,44.92,0,121.22,19.0,46.2,0,110.54,14.5,47.0,0.0,93.04,13.75,50.27,0.0,93.8,19.67,47.67,0.0,75.29,11.33,45.0,0,82.22,23.33,50.71,0,109.83,0.0,48.57,0,94.58,24.33,46.92,0.0,104.84,17.0,43.25,0,204.57,0.0,50.17,0,95.62,0.0,39.6,0.0,120.07,0.0,51.22,0,100.25,26.0,44.44,0,100.8,0.0,44.0,0.0,74.4,21.67,43.0,0.0,169.56,0.0,50.67,0,172.36,0.0,56.0,0,122.86,27.0,40.5,0.0,108.67,14.0,34.25,0.0,131.33,16.33,46.0,0.0,73.33,23.0,39.0,0.0,0.0,0.0,0.0,0.0,97.31,15.0,47.11,0,91.2,0.0,0.0,0.0,90.6,18.5,43.64,0,99.22,26.0,40.0,5.0,71.5,0.0,35.0,0.0,103.5,15.67,41.45,0.0,94,14,63,1,31,4,13,0,32,5,15,0,37,4,13,0,23,4,11,0,25,3,18,0,7,3,7,0,9,3,7,0,29,0,7,0,12,3,13,0,19,1,8,0,28,0,12,0,13,0,5,0,15,0,9,0,8,1,9,0,5,0,3,0,5,3,4,0,9,0,6,0,14,0,2,0,7,1,4,0,3,2,4,0,3,3,3,0,3,1,1,0,0,0,0,0,16,1,9,0,5,0,0,0,5,2,11,0,9,1,2,1,2,0,1,0,6,3,11,0
SPENCER,443.15,25.0,0.0,0.0,206.31,23.0,41.0,0,446.5,0.0,40.5,0,261.5,0.0,37.67,0.0,157.8,18.0,43.33,0.0,230.45,26.0,0.0,0.0,251.67,0.0,30.0,0,203.22,16.0,0.0,0,204.29,18.0,42.0,0,202.09,0.0,46.0,0.0,0.0,0.0,0.0,0,170.63,21.0,41.2,0,75.0,24.0,37.0,0.0,144.67,23.33,34.33,0,209.89,0.0,57.0,0,176.75,15.11,43.0,4.5,191.23,15.79,39.0,0.0,150.55,0.0,42.55,0,215.09,17.09,39.33,0,183.71,15.5,40.44,0.0,186.88,14.09,40.62,4.0,184.06,14.5,51.17,0.0,195.86,18.0,43.2,0.0,151.38,20.0,51.0,0.0,183.17,17.76,43.27,0,247.0,20.33,51.8,0.0,181.76,17.92,46.38,0,241.3,15.86,47.0,0.0,173.24,17.0,38.67,0.0,241.88,17.8,40.5,0.0,13,1,0,0,13,1,1,0,4,0,2,0,2,0,3,0,5,2,3,0,11,1,0,0,6,0,1,0,9,3,0,0,7,1,1,0,11,0,2,0,0,0,0,0,19,4,10,0,5,1,4,0,3,3,3,0,9,0,1,0,44,9,14,2,43,14,11,0,31,0,11,0,23,11,9,0,31,2,9,0,52,23,13,1,49,6,6,0,69,2,5,0,13,1,2,0,132,17,22,0,25,3,5,0,85,12,16,0,20,7,6,0,25,4,3,0,26,5,6,0
