COUNTY,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL
CLARK,0,0.0,22.0,55.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,418.5,0.0,0.0,0.0,0,311.0,0.0,0.0,0.0,0,166.0,0.0,38.5,0.0,0,265.2,21.5,33.0,0,0,217.67,20.5,43.0,0.0,0,79.5,0.0,0.0,0.0,0,92.0,0.0,0.0,0.0,0,536.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,474.0,0.0,0.0,0,0,0.0,0.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,0.0,0,97.5,0.0,0.0,0.0,0,402.33,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,92.0,0.0,55.0,0.0,0,71.0,0.0,53.0,0.0,0,0.0,0.0,42.33,0.0,0,197.0,0.0,33.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,2,0,0,10,2,1,0,0,12,2,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLAY,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0.0,15.0,0.0,0.0,0,0.0,0.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,23.0,39.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,150.0,0.0,0.0,0.0,0,142.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,177.25,0.0,46.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0
CLINTON,0,103.0,0.0,0.0,0.0,0,0.0,0.0,39.0,0.0,0,66.0,20.0,31.0,0.0,0,0.0,0.0,0.0,0.0,0,99.0,18.0,56.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,482.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,171.0,0.0,0.0,0.0,0,214.0,0.0,0.0,0.0,0,279.67,13.0,0.0,3,0,105.0,0.0,0.0,0,0,0.0,16.0,0.0,0.0,0,248.0,0.0,0.0,0.0,0,0.0,21.0,0.0,0.0,0,153.8,24.33,0.0,0.0,0,285.0,0.0,0.0,0,0,264.86,0.0,0.0,0.0,0,237.86,0.0,0.0,0.0,0,116.5,0.0,0.0,0.0,0,190.0,0.0,0.0,0.0,0,219.6,0.0,0.0,0.0,0,230.4,0.0,0.0,0.0,0,161.0,0.0,48.0,0.0,0,0.0,26.0,51.0,0.0,10,241.5,0.0,0.0,0.0,0,187.0,25.0,56.0,0.0,0,134.67,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,0,0,0,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,1,0,0,0,1,1,0,1,8,0,0,0,0,4,1,1,0,0,3,0,0,0
CRITTENDEN,0,0.0,17.75,38.0,0.0,0,116.0,23.0,47.0,0.0,0,0.0,18.0,46.5,0.0,0,128.0,17.67,0.0,6.0,0,0.0,18.0,49.67,0.0,0,111.62,24.5,45.0,9.0,0,0.0,16.0,0.0,0,0,0.0,19.0,43.67,0.0,0,201.0,13.5,40.0,0.0,0,87.0,26.0,45.0,6.0,0,0.0,0.0,48.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,18.0,0.0,0,10,0.0,0.0,0.0,8.0,0,0.0,12.0,0.0,0.0,0,106.5,17.43,45.5,7.0,0,0.0,18.88,36.0,8.0,0,0.0,22.67,0.0,0,0,237.0,22.0,36.6,6.0,0,0.0,0.0,0.0,0.0,0,0.0,19.5,32.0,0.0,10,108.27,21.71,43.12,7.6,0,0.0,18.67,0.0,7.67,0,187.0,24.78,43.88,0.0,0,0.0,19.44,36.0,9.0,0,0.0,24.0,0.0,0.0,0,0.0,26.0,0.0,0.0,0,0.0,20.5,40.5,7.0,0,0.0,23.0,42.5,0.0,0,0,4,2,0,0,1,4,1,0,0,0,4,4,0,0,2,3,0,1,0,0,1,3,0,0,8,8,11,1,0,0,1,0,0,0,0,2,3,0,0,1,2,2,0,0,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2,7,2,1,0,0,8,1,2,0,0,3,0,0,0,2,1,5,1,0,0,0,0,0,0,0,2,1,0,2,11,7,17,5,0,0,3,0,3,0,3,9,8,0,0,0,9,2,1,0,0,1,0,0,0,0,1,0,0,0,0,10,6,5,0,0,1,2,0
CUMBERLAND,0,615.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,124.0,0.0,0.0,0.0,0,68.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,38.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,104.33,28.0,49.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,213.0,0.0,0.0,0.0,0,185.0,19.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,233.0,16.5,0.0,4.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,1
DAVIESS,0,159.5,0.0,0.0,0.0,0,106.1,23.67,40.0,0.0,0,99.2,19.67,51.62,0.0,0,120.23,14.0,52.5,0.0,0,87.57,23.67,52.6,0.0,0,130.31,21.0,46.75,6.0,0,109.47,23.0,41.25,0,0,116.1,24.25,41.64,0.0,0,141.0,12.0,33.0,0.0,0,96.05,25.0,47.38,0.0,0,128.0,0.0,45.0,0.0,0,202.6,0.0,0.0,0.0,0,96.0,28.0,0.0,0,0,0.0,0.0,0.0,0,0,72.0,0.0,54.0,0.0,0,0.0,0.0,0.0,0.0,0,160.0,11.0,0.0,6.0,0,0.0,0.0,0.0,0.0,10,0.0,24.5,0.0,9,0,75.0,20.0,0.0,9.0,0,103.0,17.0,44.33,0.0,0,616.0,0.0,0.0,7.0,0,77.0,0.0,0.0,0.0,0,173.29,0.0,43.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,109.0,25.0,0.0,0.0,0,261.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,67.0,0.0,0.0,0.0,0,12,0,0,0,0,10,6,3,0,0,25,3,8,0,0,13,1,6,0,0,7,3,5,0,0,13,4,4,1,0,19,1,4,0,0,40,8,11,0,0,2,1,1,0,0,20,3,8,0,0,2,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,0,3,1,3,0,0,1,0,0,1,0,2,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
EDMONSON,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,86.33,0.0,0.0,5.0,0,0.0,0.0,56.0,0.0,0,0.0,0.0,48.0,0.0,0,0.0,0.0,34.5,0.0,0,77.0,0.0,0.0,0,0,201.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,121.0,21.0,36.0,7.0,0,88.0,0.0,50.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,49.0,7,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.5,0,96.67,20.0,54.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,62.0,28.0,32.0,0.0,0,0.0,0.0,0.0,0.0,0,125.5,17.33,52.0,0.0,0,97.0,0.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,125.0,23.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,24.0,37.33,0.0,0,0.0,29.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,3,1,0,0,1,0,2,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0
ELLIOTT,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,148.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTILL,0,0.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,30.0,45.67,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,48.0,0.0,0,0.0,22.0,0.0,0.0,0,64.0,27.0,38.0,0.0,0,66.0,0.0,41.5,0.0,0,0.0,0.0,0.0,0,0,78.0,0.0,52.0,0.0,0,0.0,12.0,0.0,0.0,0,78.0,0.0,49.0,0.0,0,95.0,29.0,43.0,0.0,0,72.0,18.6,51.67,0.0,0,111.2,0.0,45.67,0.0,0,0.0,23.0,57.0,0.0,0,122.75,0.0,48.0,0.0,0,0.0,24.0,0.0,0.0,0,181.75,0.0,40.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,1,1,0,0,1,5,3,0,0,5,0,3,0,0,0,1,2,0,0,4,0,2,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0
FAYETTE,0,0.0,0.0,0.0,0.0,0,69.5,0.0,35.0,0.0,0,587.4,0.0,53.0,0.0,0,99.0,0.0,37.0,0.0,0,146.0,0.0,0.0,0.0,0,591.0,0.0,0.0,0.0,0,185.0,0.0,51.33,0,0,172.67,0.0,0.0,0.0,0,149.33,0.0,38.0,0.0,0,759.0,0.0,58.0,0.0,0,255.0,0.0,0.0,0.0,0,294.0,0.0,0.0,0.0,0,285.8,0.0,0.0,0,0,225.25,0.0,53.0,0,0,343.38,24.5,0.0,9.0,0,426.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,310.33,0.0,0.0,0.0,0,293.67,0.0,54.0,0,0,228.0,26.0,39.5,0.0,0,149.29,0.0,0.0,0.0,0,209.0,0.0,60.0,0.0,0,379.33,0.0,0.0,0.0,0,357.0,0.0,0.0,0.0,0,320.6,0.0,0.0,0.0,0,159.5,0.0,0.0,0.0,0,559.0,0.0,0.0,0.0,0,96.0,0.0,56.0,0.0,0,220.0,0.0,0.0,0.0,0,364.5,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,0,5,0,1,0,0,3,0,1,0,0,2,0,0,0,0,2,0,0,0,0,5,0,3,0,0,3,0,0,0,0,3,0,4,0,0,1,0,1,0,0,10,0,0,0,0,5,0,0,0,0,10,0,0,0,0,4,0,1,0,0,8,2,0,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,1,0,0,1,1,2,0,0,7,0,0,0,0,5,0,1,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,5,0,0,0,0,2,0,0,0
FLEMING,0,214.5,26.0,46.6,0.0,0,116.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,166.5,0.0,46.0,0.0,0,107.0,0.0,40.0,0.0,0,148.33,0.0,48.0,0,0,149.33,0.0,57.0,0.0,0,171.5,0.0,40.0,0.0,0,110.75,0.0,34.0,8.0,0,180.75,0.0,0.0,0.0,0,126.0,0.0,0.0,0.0,0,69.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,243.64,29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,118.0,0.0,44.75,0,0,178.2,16.0,39.5,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,69.0,0.0,42.5,8.0,0,0.0,0.0,0.0,0.0,0,244.0,0.0,48.0,0.0,0,200.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,2,1,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,3,0,1,0,0,3,0,1,0,0,8,0,1,0,0,4,0,1,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOYD,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,21.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,10,69.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,109.0,24.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANKLIN,0,229.5,0.0,0.0,0.0,0,298.5,0.0,0.0,0.0,0,114.0,22.0,42.0,0.0,0,176.33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,172.6,0.0,42.5,0.0,0,240.67,0.0,0.0,0,0,188.0,16.0,0.0,0.0,0,355.0,0.0,59.0,0.0,0,75.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,252.8,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,261.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,181.33,0.0,0.0,0,0,264.5,0.0,35.0,0.0,0,278.0,0.0,0.0,0.0,0,103.0,0.0,33.0,0.0,0,296.5,0.0,0.0,0.0,0,145.5,0.0,57.5,7.5,0,294.0,0.0,0.0,0.0,0,225.0,0.0,57.0,0.0,0,151.0,24.5,55.0,7.5,0,0.0,0.0,47.5,0.0,0,0.0,0.0,36.0,0.0,0,358.25,14.0,34.0,0.0,0,2,0,0,0,0,4,0,0,0,0,6,2,1,0,0,3,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,0,0,0,0,3,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,2,2,0,1,0,0,0,0,3,0,1,0,0,3,2,2,2,0,0,0,2,0,0,0,0,1,0,0,4,1,1,0
FULTON,0,104.9,0.0,52.93,0.0,0,81.15,0.0,50.67,0.0,0,95.08,0.0,51.5,0.0,0,75.22,0.0,52.71,0.0,0,101.86,30.0,47.38,0.0,0,91.34,26.0,51.17,0.0,0,89.39,27.4,46.64,0,0,110.26,0.0,46.77,0.0,0,121.0,29.33,45.25,0.0,0,101.33,0.0,46.5,0.0,0,108.67,23.0,49.0,0.0,0,117.56,0.0,52.0,0.0,0,112.24,0.0,39.0,0,0,97.21,0.0,48.7,0,0,98.78,0.0,43.67,0.0,0,82.8,24.0,44.89,0.0,0,77.33,0.0,41.86,0.0,0,89.73,26.0,45.79,0.0,0,145.1,28.0,46.86,0,0,82.8,26.0,48.17,0.0,0,86.6,0.0,41.21,0.0,0,129.33,0.0,39.0,0.0,0,121.27,0.0,54.5,0.0,0,0.0,0.0,0.0,0.0,0,82.33,0.0,46.0,0.0,0,105.5,0.0,0.0,0.0,0,97.67,23.0,0.0,0.0,0,69.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30,0,15,0,0,20,0,3,0,0,12,0,2,0,0,18,0,7,0,0,28,1,13,0,0,41,1,24,0,0,18,5,22,0,0,19,0,13,0,0,25,3,16,0,0,9,0,4,0,0,70,1,19,0,0,34,0,4,0,0,21,0,2,0,0,24,0,10,0,0,9,0,3,0,0,5,1,9,0,0,3,0,7,0,0,11,2,24,0,0,10,1,7,0,0,5,1,6,0,0,5,0,19,0,0,15,0,1,0,0,11,0,4,0,0,0,0,0,0,0,3,0,4,0,0,14,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
